v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/13266,,,
spam,This is final notice! Pay your due bill of ₹7033 immediately. http://bit.ly/67778,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/17948,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/80125,,,
spam,You have been selected for a cash prize of ₹38640. Claim here: http://bit.ly/86691,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/45325,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/83990,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/94360,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/60205,,,
spam,Congratulations! You've won a ₹3360 Amazon gift card. Click here to claim: http://bit.ly/68091,,,
spam,This is final notice! Pay your due bill of ₹18277 immediately. http://bit.ly/62946,,,
spam,You have been selected for a cash prize of ₹39496. Claim here: http://bit.ly/10679,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/96020,,,
spam,Congratulations! You've won a ₹30854 Amazon gift card. Click here to claim: http://bit.ly/45629,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/86981,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/56933,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/26680,,,
spam,This is final notice! Pay your due bill of ₹4823 immediately. http://bit.ly/76052,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/50161,,,
spam,Get your free credit score now! No charges: http://bit.ly/61819,,,
spam,This is final notice! Pay your due bill of ₹9757 immediately. http://bit.ly/86478,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/96735",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/37386,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/17074,,,
spam,Get your free credit score now! No charges: http://bit.ly/31702,,,
spam,Congratulations! You've won a ₹36911 Amazon gift card. Click here to claim: http://bit.ly/73402,,,
spam,Your loan of ₹9922 is approved. Call now: +917552549055,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/94860,,,
spam,Congratulations! You've won a ₹37013 Amazon gift card. Click here to claim: http://bit.ly/87194,,,
spam,This is final notice! Pay your due bill of ₹38720 immediately. http://bit.ly/91489,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/77942,,,
spam,You have been selected for a cash prize of ₹45653. Claim here: http://bit.ly/72307,,,
spam,Congratulations! You've won a ₹20978 Amazon gift card. Click here to claim: http://bit.ly/28966,,,
spam,Your loan of ₹38533 is approved. Call now: +919334387014,,,
spam,Get your free credit score now! No charges: http://bit.ly/98047,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/85284,,,
spam,Congratulations! You've won a ₹4727 Amazon gift card. Click here to claim: http://bit.ly/20277,,,
spam,Get your free credit score now! No charges: http://bit.ly/70690,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/36728,,,
spam,Congratulations! You've won a ₹39706 Amazon gift card. Click here to claim: http://bit.ly/29930,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/13969,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/17213,,,
spam,This is final notice! Pay your due bill of ₹8755 immediately. http://bit.ly/77877,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/42529,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/13567,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/99251,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/21405,,,
spam,Your loan of ₹35440 is approved. Call now: +919651714532,,,
spam,Your loan of ₹17650 is approved. Call now: +917721758917,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/44812,,,
spam,You have been selected for a cash prize of ₹27500. Claim here: http://bit.ly/91378,,,
spam,Your loan of ₹4871 is approved. Call now: +918796962739,,,
spam,Congratulations! You've won a ₹26066 Amazon gift card. Click here to claim: http://bit.ly/57131,,,
spam,Your loan of ₹44525 is approved. Call now: +918299091156,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/88965,,,
spam,You have been selected for a cash prize of ₹14074. Claim here: http://bit.ly/36225,,,
spam,This is final notice! Pay your due bill of ₹24910 immediately. http://bit.ly/52325,,,
spam,Get your free credit score now! No charges: http://bit.ly/76261,,,
spam,Your loan of ₹10442 is approved. Call now: +918236565960,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/26907,,,
spam,This is final notice! Pay your due bill of ₹47180 immediately. http://bit.ly/85543,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/38113,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/93635,,,
spam,Your loan of ₹18109 is approved. Call now: +917745480508,,,
spam,Your loan of ₹25160 is approved. Call now: +917326066908,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/97007,,,
spam,Get your free credit score now! No charges: http://bit.ly/57814,,,
spam,Get your free credit score now! No charges: http://bit.ly/77261,,,
spam,Congratulations! You've won a ₹3168 Amazon gift card. Click here to claim: http://bit.ly/38745,,,
spam,This is final notice! Pay your due bill of ₹15736 immediately. http://bit.ly/26343,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/65095,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/81586,,,
spam,This is final notice! Pay your due bill of ₹8851 immediately. http://bit.ly/64863,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/10311,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/46452,,,
spam,You have been selected for a cash prize of ₹4030. Claim here: http://bit.ly/56965,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/75485,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/76764,,,
spam,Get your free credit score now! No charges: http://bit.ly/68061,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/43778",,,
spam,This is final notice! Pay your due bill of ₹2554 immediately. http://bit.ly/33185,,,
spam,This is final notice! Pay your due bill of ₹8153 immediately. http://bit.ly/94290,,,
spam,This is final notice! Pay your due bill of ₹24823 immediately. http://bit.ly/99414,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/38729,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/60294",,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/37145,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/65545,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/47902,,,
spam,This is final notice! Pay your due bill of ₹7753 immediately. http://bit.ly/75676,,,
spam,Congratulations! You've won a ₹23462 Amazon gift card. Click here to claim: http://bit.ly/98113,,,
spam,This is final notice! Pay your due bill of ₹48006 immediately. http://bit.ly/38500,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/75399",,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/56052,,,
spam,Get your free credit score now! No charges: http://bit.ly/64312,,,
spam,You have been selected for a cash prize of ₹27345. Claim here: http://bit.ly/13932,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/23872,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/43263",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/35980,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/27103,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/16052,,,
spam,Congratulations! You've won a ₹19899 Amazon gift card. Click here to claim: http://bit.ly/56803,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/30701",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/35983",,,
spam,Your loan of ₹42440 is approved. Call now: +918196651573,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/26830,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/85789",,,
spam,Get your free credit score now! No charges: http://bit.ly/78603,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/59085,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/66385,,,
spam,Your loan of ₹47754 is approved. Call now: +918949235281,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/21450,,,
spam,Congratulations! You've won a ₹42344 Amazon gift card. Click here to claim: http://bit.ly/50658,,,
spam,Your loan of ₹2154 is approved. Call now: +919529926035,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/85598,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/86074,,,
spam,This is final notice! Pay your due bill of ₹40246 immediately. http://bit.ly/36409,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/58245,,,
spam,Congratulations! You've won a ₹28536 Amazon gift card. Click here to claim: http://bit.ly/86072,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/41980,,,
spam,You have been selected for a cash prize of ₹13306. Claim here: http://bit.ly/33411,,,
spam,Get your free credit score now! No charges: http://bit.ly/35420,,,
spam,Your loan of ₹16429 is approved. Call now: +918569238279,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/73032,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/17251,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/16817,,,
spam,Your loan of ₹43880 is approved. Call now: +917727365547,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/66366",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/84243,,,
spam,Get your free credit score now! No charges: http://bit.ly/52784,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/40669",,,
spam,You have been selected for a cash prize of ₹7080. Claim here: http://bit.ly/37190,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/85288,,,
spam,You have been selected for a cash prize of ₹2062. Claim here: http://bit.ly/11023,,,
spam,You have been selected for a cash prize of ₹48348. Claim here: http://bit.ly/50696,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/81455,,,
spam,Your loan of ₹41319 is approved. Call now: +919368911433,,,
spam,Your loan of ₹26146 is approved. Call now: +917347289118,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/28349,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/61212",,,
spam,Congratulations! You've won a ₹45218 Amazon gift card. Click here to claim: http://bit.ly/43770,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/74548,,,
spam,You have been selected for a cash prize of ₹47897. Claim here: http://bit.ly/21251,,,
spam,This is final notice! Pay your due bill of ₹11438 immediately. http://bit.ly/87421,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/24074,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/38171,,,
spam,Congratulations! You've won a ₹33067 Amazon gift card. Click here to claim: http://bit.ly/85181,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/12639,,,
spam,Your loan of ₹21519 is approved. Call now: +917649149428,,,
spam,Get your free credit score now! No charges: http://bit.ly/65504,,,
spam,Congratulations! You've won a ₹49919 Amazon gift card. Click here to claim: http://bit.ly/62183,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/67740,,,
spam,You have been selected for a cash prize of ₹32976. Claim here: http://bit.ly/71636,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/88826,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/40818,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/21367",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/94766",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/76425",,,
spam,Get your free credit score now! No charges: http://bit.ly/27889,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/59403",,,
spam,Your loan of ₹45740 is approved. Call now: +919462105506,,,
spam,Your loan of ₹25392 is approved. Call now: +919604847861,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/12187,,,
spam,Congratulations! You've won a ₹27581 Amazon gift card. Click here to claim: http://bit.ly/50313,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/36847,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/18038,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/47040,,,
